geocode,variablename,year,rank,value,country,region,commonwealth
ARM,Equality of Opportunity,2018,65,75.65,Armenia,Europe and Central Asia,
ARM,Health and Wellbeing,2018,24,89.96,Armenia,Europe and Central Asia,
ARM,Peace and Security,2018,56,78.21,Armenia,Europe and Central Asia,
ARM,Political Participation,2018,115,41.33,Armenia,Europe and Central Asia,
AUS,Civic Participation,2010,12,63.95,Australia,East Asia and Pacific,1
AUS,Education,2010,2,94.19,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2010,12,83.65,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2010,71,74.86,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2010,45,83.26,Australia,East Asia and Pacific,1
AUS,Peace and Security,2010,26,87.69,Australia,East Asia and Pacific,1
AUS,Political Participation,2010,19,74.67,Australia,East Asia and Pacific,1
AUS,Civic Participation,2011,13,64.44,Australia,East Asia and Pacific,1
AUS,Education,2011,2,94.22,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2011,12,84.46,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2011,68,75.07,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2011,43,83.26,Australia,East Asia and Pacific,1
AUS,Peace and Security,2011,25,87.24,Australia,East Asia and Pacific,1
AUS,Political Participation,2011,22,74.37,Australia,East Asia and Pacific,1
AUS,Civic Participation,2012,10,64.92,Australia,East Asia and Pacific,1
AUS,Education,2012,2,94.26,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2012,10,84.69,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2012,64,77.06,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2012,45,83.71,Australia,East Asia and Pacific,1
AUS,Peace and Security,2012,21,89.64,Australia,East Asia and Pacific,1
AUS,Political Participation,2012,24,74.07,Australia,East Asia and Pacific,1
AUS,Civic Participation,2013,13,65.41,Australia,East Asia and Pacific,1
AUS,Education,2013,3,94.3,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2013,12,83.28,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2013,63,75.14,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2013,48,83.98,Australia,East Asia and Pacific,1
AUS,Peace and Security,2013,22,89.85,Australia,East Asia and Pacific,1
AUS,Political Participation,2013,23,73.78,Australia,East Asia and Pacific,1
AUS,Civic Participation,2014,14,67.91,Australia,East Asia and Pacific,1
AUS,Education,2014,3,94.33,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2014,11,83.27,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2014,75,72.87,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2014,48,84.37,Australia,East Asia and Pacific,1
AUS,Peace and Security,2014,22,90.24,Australia,East Asia and Pacific,1
AUS,Political Participation,2014,16,79.11,Australia,East Asia and Pacific,1
AUS,Civic Participation,2015,12,67.91,Australia,East Asia and Pacific,1
AUS,Education,2015,3,94.37,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2015,13,83.97,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2015,86,71.36,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2015,50,83.79,Australia,East Asia and Pacific,1
AUS,Peace and Security,2015,25,90.6,Australia,East Asia and Pacific,1
AUS,Political Participation,2015,15,79.11,Australia,East Asia and Pacific,1
AUS,Civic Participation,2016,12,67.91,Australia,East Asia and Pacific,1
AUS,Education,2016,4,93.71,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2016,12,85.46,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2016,81,73.19,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2016,48,83.74,Australia,East Asia and Pacific,1
AUS,Peace and Security,2016,21,90.64,Australia,East Asia and Pacific,1
AUS,Political Participation,2016,12,79.11,Australia,East Asia and Pacific,1
AUS,Civic Participation,2017,15,67.91,Australia,East Asia and Pacific,1
AUS,Education,2017,5,93.29,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2017,15,85.63,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2017,86,71.35,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2017,51,83.14,Australia,East Asia and Pacific,1
AUS,Peace and Security,2017,23,90.41,Australia,East Asia and Pacific,1
AUS,Political Participation,2017,14,79.11,Australia,East Asia and Pacific,1
AUS,Civic Participation,2018,10,67.91,Australia,East Asia and Pacific,1
AUS,Education,2018,5,93.29,Australia,East Asia and Pacific,1
AUS,Employment and Opportunity,2018,15,85.85,Australia,East Asia and Pacific,1
AUS,Equality of Opportunity,2018,86,70.56,Australia,East Asia and Pacific,1
AUS,Health and Wellbeing,2018,49,83.14,Australia,East Asia and Pacific,1
AUS,Peace and Security,2018,23,90.25,Australia,East Asia and Pacific,1
AUS,Political Participation,2018,11,79.11,Australia,East Asia and Pacific,1
AUT,Civic Participation,2010,19,60.46,Austria,Europe and Central Asia,
AUT,Education,2010,29,85.55,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2010,7,87.16,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2010,20,83.59,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2010,49,82.42,Austria,Europe and Central Asia,
AUT,Peace and Security,2010,12,91.56,Austria,Europe and Central Asia,
AUT,Political Participation,2010,22,73.78,Austria,Europe and Central Asia,
AUT,Civic Participation,2011,16,62.36,Austria,Europe and Central Asia,
AUT,Education,2011,28,85.43,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2011,8,87.6,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2011,9,86.43,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2011,42,83.77,Austria,Europe and Central Asia,
AUT,Peace and Security,2011,12,91.23,Austria,Europe and Central Asia,
AUT,Political Participation,2011,19,74.96,Austria,Europe and Central Asia,
AUT,Civic Participation,2012,12,64.25,Austria,Europe and Central Asia,
AUT,Education,2012,28,85.4,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2012,8,87.57,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2012,6,88.37,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2012,36,85.29,Austria,Europe and Central Asia,
AUT,Peace and Security,2012,13,91.74,Austria,Europe and Central Asia,
AUT,Political Participation,2012,20,76.15,Austria,Europe and Central Asia,
AUT,Civic Participation,2013,12,66.14,Austria,Europe and Central Asia,
AUT,Education,2013,29,85.61,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2013,9,86.75,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2013,3,89.94,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2013,32,86.74,Austria,Europe and Central Asia,
AUT,Peace and Security,2013,9,92.74,Austria,Europe and Central Asia,
AUT,Political Participation,2013,18,77.33,Austria,Europe and Central Asia,
AUT,Civic Participation,2014,27,62.74,Austria,Europe and Central Asia,
AUT,Education,2014,29,85.69,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2014,9,85.9,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2014,1,94.44,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2014,41,85.15,Austria,Europe and Central Asia,
AUT,Peace and Security,2014,8,94.52,Austria,Europe and Central Asia,
AUT,Political Participation,2014,9,80.89,Austria,Europe and Central Asia,
AUT,Civic Participation,2015,46,57.5,Austria,Europe and Central Asia,
AUT,Education,2015,29,85.79,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2015,10,86.21,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2015,6,90.29,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2015,35,87.17,Austria,Europe and Central Asia,
AUT,Peace and Security,2015,8,94.75,Austria,Europe and Central Asia,
AUT,Political Participation,2015,11,80,Austria,Europe and Central Asia,
AUT,Civic Participation,2016,47,56.36,Austria,Europe and Central Asia,
AUT,Education,2016,29,85.89,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2016,10,86.04,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2016,10,88.04,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2016,41,87.02,Austria,Europe and Central Asia,
AUT,Peace and Security,2016,9,94.6,Austria,Europe and Central Asia,
AUT,Political Participation,2016,8,80.89,Austria,Europe and Central Asia,
AUT,Civic Participation,2017,76,49.03,Austria,Europe and Central Asia,
AUT,Education,2017,29,85.81,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2017,10,87.99,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2017,3,94.16,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2017,32,88.12,Austria,Europe and Central Asia,
AUT,Peace and Security,2017,10,94.44,Austria,Europe and Central Asia,
AUT,Political Participation,2017,27,71.11,Austria,Europe and Central Asia,
AUT,Civic Participation,2018,31,58.7,Austria,Europe and Central Asia,
AUT,Education,2018,29,85.81,Austria,Europe and Central Asia,
AUT,Employment and Opportunity,2018,10,88.05,Austria,Europe and Central Asia,
AUT,Equality of Opportunity,2018,3,93.73,Austria,Europe and Central Asia,
AUT,Health and Wellbeing,2018,39,87.45,Austria,Europe and Central Asia,
AUT,Peace and Security,2018,8,94.75,Austria,Europe and Central Asia,
AUT,Political Participation,2018,22,73.78,Austria,Europe and Central Asia,
AZE,Civic Participation,2010,143,23.52,Azerbaijan,Europe and Central Asia,
AZE,Education,2010,62,70.29,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2010,117,48.16,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2010,41,80.09,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2010,65,77.27,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2010,96,60.91,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2010,69,59.81,Azerbaijan,Europe and Central Asia,
AZE,Civic Participation,2011,144,23.64,Azerbaijan,Europe and Central Asia,
AZE,Education,2011,64,70.43,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2011,119,47.94,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2011,23,82.2,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2011,58,79.05,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2011,101,60.41,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2011,68,59.81,Azerbaijan,Europe and Central Asia,
AZE,Civic Participation,2012,148,24.47,Azerbaijan,Europe and Central Asia,
AZE,Education,2012,65,70.58,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2012,121,48.32,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2012,49,78.79,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2012,58,79.54,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2012,92,62.94,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2012,66,59.81,Azerbaijan,Europe and Central Asia,
AZE,Civic Participation,2013,150,24.45,Azerbaijan,Europe and Central Asia,
AZE,Education,2013,66,70.76,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2013,122,48.78,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2013,66,74.51,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2013,57,80.33,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2013,93,64.89,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2013,84,53.59,Azerbaijan,Europe and Central Asia,
AZE,Civic Participation,2014,158,16.23,Azerbaijan,Europe and Central Asia,
AZE,Education,2014,67,70.92,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2014,120,49.05,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2014,69,75.24,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2014,54,80.95,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2014,132,45.97,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2014,84,54.03,Azerbaijan,Europe and Central Asia,
AZE,Civic Participation,2015,160,14.69,Azerbaijan,Europe and Central Asia,
AZE,Education,2015,67,71.05,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2015,119,49.12,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2015,31,81.97,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2015,52,82.11,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2015,127,47.59,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2015,86,54.48,Azerbaijan,Europe and Central Asia,
AZE,Civic Participation,2016,160,12.93,Azerbaijan,Europe and Central Asia,
AZE,Education,2016,68,71.21,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2016,118,49.08,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2016,87,71.23,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2016,56,80.91,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2016,127,46.13,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2016,93,50.03,Azerbaijan,Europe and Central Asia,
AZE,Civic Participation,2017,160,16.71,Azerbaijan,Europe and Central Asia,
AZE,Education,2017,68,71.36,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2017,118,49.13,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2017,95,66.74,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2017,54,81.25,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2017,77,71.26,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2017,91,51.81,Azerbaijan,Europe and Central Asia,
AZE,Civic Participation,2018,160,17.05,Azerbaijan,Europe and Central Asia,
AZE,Education,2018,67,71.51,Azerbaijan,Europe and Central Asia,
AZE,Employment and Opportunity,2018,119,48.94,Azerbaijan,Europe and Central Asia,
AZE,Equality of Opportunity,2018,42,79.33,Azerbaijan,Europe and Central Asia,
AZE,Health and Wellbeing,2018,55,81.92,Azerbaijan,Europe and Central Asia,
AZE,Peace and Security,2018,74,71.84,Azerbaijan,Europe and Central Asia,
AZE,Political Participation,2018,91,50.92,Azerbaijan,Europe and Central Asia,
BDI,Civic Participation,2010,149,21.18,Burundi,Sub-Saharan Africa ,
BDI,Education,2010,155,3.03,Burundi,Sub-Saharan Africa ,
BDI,Employment and Opportunity,2010,41,68.94,Burundi,Sub-Saharan Africa ,
BDI,Equality of Opportunity,2010,122,52.28,Burundi,Sub-Saharan Africa ,
BDI,Health and Wellbeing,2010,140,37.64,Burundi,Sub-Saharan Africa ,
BDI,Peace and Security,2010,138,42.94,Burundi,Sub-Saharan Africa ,
BDI,Political Participation,2010,37,68.52,Burundi,Sub-Saharan Africa ,
BDI,Civic Participation,2011,147,22.84,Burundi,Sub-Saharan Africa ,
BDI,Education,2011,146,7.93,Burundi,Sub-Saharan Africa ,
BDI,Employment and Opportunity,2011,40,69.06,Burundi,Sub-Saharan Africa ,
BDI,Equality of Opportunity,2011,119,54.41,Burundi,Sub-Saharan Africa ,
BDI,Health and Wellbeing,2011,140,39.17,Burundi,Sub-Saharan Africa ,
BDI,Peace and Security,2011,138,43.48,Burundi,Sub-Saharan Africa ,
BDI,Political Participation,2011,36,68.88,Burundi,Sub-Saharan Africa ,
BDI,Civic Participation,2012,158,19.83,Burundi,Sub-Saharan Africa ,
BDI,Education,2012,141,12.94,Burundi,Sub-Saharan Africa ,
BDI,Employment and Opportunity,2012,39,69.2,Burundi,Sub-Saharan Africa ,
BDI,Equality of Opportunity,2012,122,54.43,Burundi,Sub-Saharan Africa ,
BDI,Health and Wellbeing,2012,138,41.07,Burundi,Sub-Saharan Africa ,
BDI,Peace and Security,2012,115,52.61,Burundi,Sub-Saharan Africa ,
BDI,Political Participation,2012,33,69.23,Burundi,Sub-Saharan Africa ,
BDI,Civic Participation,2013,161,17.08,Burundi,Sub-Saharan Africa ,
BDI,Education,2013,137,18.3,Burundi,Sub-Saharan Africa ,
BDI,Employment and Opportunity,2013,43,69.35,Burundi,Sub-Saharan Africa ,
BDI,Equality of Opportunity,2013,121,54.52,Burundi,Sub-Saharan Africa ,
BDI,Health and Wellbeing,2013,140,42.29,Burundi,Sub-Saharan Africa ,
BDI,Peace and Security,2013,109,54.98,Burundi,Sub-Saharan Africa ,
BDI,Political Participation,2013,34,69.59,Burundi,Sub-Saharan Africa ,
BDI,Civic Participation,2014,159,15.77,Burundi,Sub-Saharan Africa ,
BDI,Education,2014,134,23.86,Burundi,Sub-Saharan Africa ,
BDI,Employment and Opportunity,2014,45,69.54,Burundi,Sub-Saharan Africa ,
BDI,Equality of Opportunity,2014,126,54.4,Burundi,Sub-Saharan Africa ,
BDI,Health and Wellbeing,2014,136,44.4,Burundi,Sub-Saharan Africa ,
BDI,Peace and Security,2014,134,45.63,Burundi,Sub-Saharan Africa ,
BDI,Political Participation,2014,34,69.94,Burundi,Sub-Saharan Africa ,
BDI,Civic Participation,2015,159,17.63,Burundi,Sub-Saharan Africa ,
BDI,Education,2015,132,29.12,Burundi,Sub-Saharan Africa ,
BDI,Employment and Opportunity,2015,47,68.95,Burundi,Sub-Saharan Africa ,
BDI,Equality of Opportunity,2015,128,53.06,Burundi,Sub-Saharan Africa ,
BDI,Health and Wellbeing,2015,138,44.27,Burundi,Sub-Saharan Africa ,
BDI,Peace and Security,2015,133,45.61,Burundi,Sub-Saharan Africa ,
BDI,Political Participation,2015,33,70.3,Burundi,Sub-Saharan Africa ,
BDI,Civic Participation,2016,158,21.44,Burundi,Sub-Saharan Africa ,
BDI,Education,2016,128,34.09,Burundi,Sub-Saharan Africa ,
BDI,Employment and Opportunity,2016,46,68.44,Burundi,Sub-Saharan Africa ,
BDI,Equality of Opportunity,2016,125,54.5,Burundi,Sub-Saharan Africa ,
BDI,Health and Wellbeing,2016,141,45.35,Burundi,Sub-Saharan Africa ,
BDI,Peace and Security,2016,132,42.53,Burundi,Sub-Saharan Africa ,
