group,Iso3,category,year,banded
Education,BFA,Digital Natives,2013,0.015
Education,SWZ,Digital Natives,2015,0.094
Education,JAM,Digital Natives,2011,0.466
Education,GTM,Digital Natives,2013,0.168
Education,BOL,Digital Natives,2010,0.238
Education,MYS,Digital Natives,2014,0.748
Education,MYS,Digital Natives,2015,0.748
Education,STP,Digital Natives,2012,0.325
Education,NOR,Digital Natives,2012,0.936
Education,TGO,Digital Natives,2015,0.049
Education,VNM,Digital Natives,2014,0.434
Education,NPL,Digital Natives,2010,0.031
Education,LSO,Digital Natives,2014,0.08
Education,BLZ,Digital Natives,2013,0.24
Education,LVA,Digital Natives,2010,0.974
Education,SAU,Digital Natives,2011,0.59
Education,GNB,Digital Natives,2013,0.051
Education,GTM,Digital Natives,2012,0.168
Education,SAU,Digital Natives,2010,0.59
Education,VNM,Digital Natives,2011,0.434
Education,CHE,Digital Natives,2015,0.943
Education,RUS,Digital Natives,2010,0.495
Education,ARM,Digital Natives,2010,0.139
Education,TZA,Digital Natives,2010,0.165
Education,MLI,Digital Natives,2015,0.017
Education,ARM,Digital Natives,2014,0.139
Education,LCA,Digital Natives,2011,0.56
Education,CHL,Digital Natives,2010,0.671
Education,VCT,Digital Natives,2014,0.363
Education,CHN,Digital Natives,2014,0.344
Education,BRN,Digital Natives,2013,0.738
Education,DZA,Digital Natives,2013,0.212
Education,EGY,Digital Natives,2014,0.346
Education,EGY,Digital Natives,2015,0.346
Education,VNM,Digital Natives,2015,0.434
Education,SGP,Digital Natives,2015,0.887
Education,SRB,Digital Natives,2013,0.628
Education,SRB,Digital Natives,2015,0.628
Education,SVK,Digital Natives,2015,0.932
Education,GNQ,Digital Natives,2012,0.033
Education,LVA,Digital Natives,2014,0.974
Education,NIC,Digital Natives,2010,0.093
Education,POL,Digital Natives,2015,0.897
Education,SYC,Digital Natives,2012,0.083
Education,CHE,Digital Natives,2014,0.943
Education,MEX,Digital Natives,2012,0.431
Education,RUS,Digital Natives,2013,0.495
Education,VEN,Digital Natives,2011,0.433
Education,VEN,Digital Natives,2012,0.433
Education,VEN,Digital Natives,2015,0.433
Education,ATG,Digital Natives,2010,0.392
Education,BEL,Digital Natives,2015,0.916
Education,CYP,Digital Natives,2010,0.627
Education,CYP,Digital Natives,2015,0.627
Education,SUR,Digital Natives,2011,0.313
Education,GRC,Digital Natives,2015,0.747
Education,SSD,Digital Natives,2011,0.083
Education,SGP,Digital Natives,2012,0.887
Education,GRC,Digital Natives,2014,0.747
Education,KAZ,Digital Natives,2014,0.091
Education,LVA,Digital Natives,2011,0.974
Education,DEU,Digital Natives,2014,0.945
Education,CIV,Digital Natives,2011,0.041
Education,HND,Digital Natives,2015,0.212
Education,SYC,Digital Natives,2011,0.083
Education,GIN,Digital Natives,2010,0.016
Education,BFA,Digital Natives,2011,0.015
Education,ERI,Digital Natives,2015,0.007
Education,BEL,Digital Natives,2013,0.916
Education,DEU,Digital Natives,2015,0.945
Education,CAF,Digital Natives,2014,0.006
Education,STP,Digital Natives,2013,0.325
Education,GIN,Digital Natives,2013,0.016
Education,CHE,Digital Natives,2010,0.943
Education,KAZ,Digital Natives,2015,0.091
Education,BTN,Digital Natives,2011,0.132
Education,UGA,Digital Natives,2012,0.085
Education,CMR,Digital Natives,2010,0.068
Education,ESP,Digital Natives,2011,0.848
Education,LUX,Digital Natives,2015,0.888
Education,JOR,Digital Natives,2012,0.402
Education,BGD,Digital Natives,2011,0.041
Education,COD,Digital Natives,2014,0.006
Education,BEL,Digital Natives,2012,0.916
Education,GNQ,Digital Natives,2011,0.033
Education,HRV,Digital Natives,2014,0.809
Education,COL,Digital Natives,2011,0.455
Education,ESP,Digital Natives,2014,0.848
Education,BTN,Digital Natives,2014,0.132
Education,ROU,Digital Natives,2011,0.601
Education,ROU,Digital Natives,2013,0.601
Education,MAR,Digital Natives,2010,0.457
Education,SUR,Digital Natives,2014,0.313
Education,BHR,Digital Natives,2013,0.507
Education,PRY,Digital Natives,2012,0.191
Education,CHL,Digital Natives,2014,0.671
Education,TJK,Digital Natives,2012,0.168
Education,TCD,Digital Natives,2010,0.018
Education,KIR,Digital Natives,2014,0.409
Education,SYR,Digital Natives,2011,0.258
Education,UZB,Digital Natives,2014,0.171
Education,KWT,Digital Natives,2010,0.558
Education,SWZ,Digital Natives,2010,0.094
Education,GMB,Digital Natives,2015,0.139
Education,HRV,Digital Natives,2011,0.809
Education,ISR,Digital Natives,2015,0.802
Education,AUS,Digital Natives,2015,0.833
Education,ERI,Digital Natives,2014,0.007
Education,ERI,Digital Natives,2011,0.007
Education,JPN,Digital Natives,2011,0.999
Education,MLI,Digital Natives,2013,0.017
Education,TZA,Digital Natives,2012,0.165
Education,CAN,Digital Natives,2011,0.904
Education,TZA,Digital Natives,2015,0.165
Education,EST,Digital Natives,2015,0.964
Education,KHM,Digital Natives,2012,0.01
Education,KHM,Digital Natives,2013,0.01
Education,GMB,Digital Natives,2012,0.139
Education,ITA,Digital Natives,2012,0.679
Education,TCD,Digital Natives,2015,0.018
Education,PAK,Digital Natives,2010,0.156
Education,BTN,Digital Natives,2012,0.132
Education,LUX,Digital Natives,2011,0.888
Education,SLE,Digital Natives,2015,0.003
Education,LUX,Digital Natives,2012,0.888
Education,SSD,Digital Natives,2015,0.083
Education,POL,Digital Natives,2012,0.897
Education,TCD,Digital Natives,2013,0.018
Education,SVK,Digital Natives,2013,0.932
Education,SEN,Digital Natives,2015,0.176
Education,EGY,Digital Natives,2010,0.346
Education,KIR,Digital Natives,2010,0.409
Education,WSM,Digital Natives,2010,0.121
Education,ARM,Digital Natives,2011,0.139
Education,BLZ,Digital Natives,2011,0.24
Education,BLR,Digital Natives,2010,0.416
Education,ITA,Digital Natives,2013,0.679
Education,BEN,Digital Natives,2014,0.04
Education,HKG,Digital Natives,2012,0.908
Education,JOR,Digital Natives,2013,0.402
Education,GMB,Digital Natives,2010,0.139
Education,SYR,Digital Natives,2012,0.258
Education,KEN,Digital Natives,2014,0.181
Education,DOM,Digital Natives,2015,0.386
Education,BHS,Digital Natives,2012,0.532
Education,NAM,Digital Natives,2011,0.11
Education,MLT,Digital Natives,2014,0.8
Education,CMR,Digital Natives,2013,0.068
Education,DEU,Digital Natives,2013,0.945
Education,GRC,Digital Natives,2011,0.747
Education,CMR,Digital Natives,2011,0.068
Education,ERI,Digital Natives,2010,0.007
Education,SLB,Digital Natives,2013,0.044
Education,LUX,Digital Natives,2013,0.888
Education,CMR,Digital Natives,2014,0.068
Education,MDA,Digital Natives,2013,0.455
Education,SAU,Digital Natives,2015,0.59
Education,KAZ,Digital Natives,2012,0.091
Education,MEX,Digital Natives,2015,0.431
Education,LKA,Digital Natives,2014,0.09
Education,LSO,Digital Natives,2013,0.08
Education,SLV,Digital Natives,2015,0.139
Education,SVN,Digital Natives,2012,0.926
Education,KOR,Digital Natives,2010,1
Education,SVN,Digital Natives,2010,0.926
Education,HTI,Digital Natives,2014,0.169
Education,TJK,Digital Natives,2011,0.168
Education,TJK,Digital Natives,2015,0.168
Education,MDA,Digital Natives,2015,0.455
Education,JPN,Digital Natives,2012,0.999
Education,PSE,Digital Natives,2011,0.355
Education,BWA,Digital Natives,2013,0.119
Education,HKG,Digital Natives,2014,0.908
Education,TGO,Digital Natives,2012,0.049
Education,HKG,Digital Natives,2013,0.908
Education,KOR,Digital Natives,2013,1
Education,GNB,Digital Natives,2015,0.051
Education,ETH,Digital Natives,2012,0.006
Education,NLD,Digital Natives,2010,0.988
Education,NZL,Digital Natives,2014,0.952
Education,AUS,Digital Natives,2012,0.833
Education,BHS,Digital Natives,2014,0.532
Education,PRK,Digital Natives,2014,0.409
Education,BGR,Digital Natives,2012,0.684
Education,VNM,Digital Natives,2010,0.434
Education,SVK,Digital Natives,2011,0.932
Education,BGR,Digital Natives,2013,0.684
Education,ZAF,Digital Natives,2010,0.182
Education,LSO,Digital Natives,2011,0.08
Education,PRT,Digital Natives,2011,0.87
Education,HND,Digital Natives,2012,0.212
Education,GNB,Digital Natives,2011,0.051
Education,STP,Digital Natives,2014,0.325
Education,STP,Digital Natives,2015,0.325
Education,AUT,Digital Natives,2010,0.88
Education,SRB,Digital Natives,2014,0.628
Education,GUY,Digital Natives,2010,0.321
Education,NGA,Digital Natives,2012,0.156
Education,NPL,Digital Natives,2012,0.031
Education,GAB,Digital Natives,2013,0.131
Education,GRD,Digital Natives,2010,0.483
Education,USA,Digital Natives,2010,0.96
Education,PRK,Digital Natives,2015,0.409
Education,NGA,Digital Natives,2014,0.156
Education,NOR,Digital Natives,2014,0.936
Education,VUT,Digital Natives,2010,0.154
Education,PER,Digital Natives,2010,0.52
Education,CIV,Digital Natives,2010,0.041
Education,CIV,Digital Natives,2015,0.041
Education,KOR,Digital Natives,2011,1
Education,MLT,Digital Natives,2010,0.8
Education,VCT,Digital Natives,2013,0.363
Education,IRN,Digital Natives,2010,0.212
Education,IRN,Digital Natives,2012,0.212
Education,MAR,Digital Natives,2014,0.457
Education,SLV,Digital Natives,2012,0.139
Education,SLV,Digital Natives,2014,0.139
Education,SLV,Digital Natives,2011,0.139
Education,BFA,Digital Natives,2010,0.015
Education,BFA,Digital Natives,2012,0.015
Education,COD,Digital Natives,2015,0.006
Education,TJK,Digital Natives,2010,0.168
Education,PRT,Digital Natives,2010,0.87
Education,MLI,Digital Natives,2010,0.017
Education,MDV,Digital Natives,2011,0.352
Education,LSO,Digital Natives,2012,0.08
Education,SOM,Digital Natives,2013,0.025
Education,MEX,Digital Natives,2011,0.431
Education,CHL,Digital Natives,2015,0.671
Education,MDV,Digital Natives,2013,0.352
Education,BHR,Digital Natives,2015,0.507
Education,TGO,Digital Natives,2013,0.049
Education,KWT,Digital Natives,2011,0.558
Education,BWA,Digital Natives,2014,0.119
Education,NOR,Digital Natives,2015,0.936
Education,ESP,Digital Natives,2013,0.848
Education,MLT,Digital Natives,2012,0.8
Education,SAU,Digital Natives,2012,0.59
Education,BHR,Digital Natives,2010,0.507
Education,KWT,Digital Natives,2012,0.558
Education,BGD,Digital Natives,2015,0.041
Education,BGR,Digital Natives,2010,0.684
Education,LTU,Digital Natives,2010,0.93
Education,ITA,Digital Natives,2011,0.679
Education,GRC,Digital Natives,2010,0.747
Education,NZL,Digital Natives,2013,0.952
Education,SDN,Digital Natives,2011,0.195
Education,DNK,Digital Natives,2014,0.973
Education,KAZ,Digital Natives,2013,0.091
Education,GRD,Digital Natives,2014,0.483
Education,RWA,Digital Natives,2014,0.048
Education,RWA,Digital Natives,2013,0.048
Education,HRV,Digital Natives,2015,0.809
Education,YEM,Digital Natives,2011,0.115
Education,KOR,Digital Natives,2015,1
Education,UKR,Digital Natives,2013,0.21
Education,NIC,Digital Natives,2013,0.093
Education,NIC,Digital Natives,2012,0.093
Education,VEN,Digital Natives,2014,0.433
Education,AUS,Digital Natives,2011,0.833
Education,FIN,Digital Natives,2010,0.987
Education,SWE,Digital Natives,2011,0.897
Education,EST,Digital Natives,2011,0.964
Education,LUX,Digital Natives,2014,0.888
Education,IND,Digital Natives,2014,0.09
Education,HKG,Digital Natives,2010,0.908
Education,NOR,Digital Natives,2013,0.936
Education,WSM,Digital Natives,2013,0.121
Education,SYR,Digital Natives,2015,0.258
Education,SVN,Digital Natives,2014,0.926
Education,MLT,Digital Natives,2011,0.8
Education,CAF,Digital Natives,2012,0.006
Education,CAF,Digital Natives,2015,0.006
Education,SWE,Digital Natives,2013,0.897
Education,DZA,Digital Natives,2011,0.212
Education,FIN,Digital Natives,2013,0.987
Education,DJI,Digital Natives,2010,0.036
Education,LUX,Digital Natives,2010,0.888
Education,UKR,Digital Natives,2012,0.21
Education,ATG,Digital Natives,2012,0.392
Education,NAM,Digital Natives,2010,0.11
Education,HND,Digital Natives,2011,0.212
Education,NOR,Digital Natives,2010,0.936
Education,CHE,Digital Natives,2012,0.943
Education,NPL,Digital Natives,2013,0.031
Education,SSD,Digital Natives,2014,0.083
Education,ISR,Digital Natives,2010,0.802
Education,GNQ,Digital Natives,2013,0.033
Education,HND,Digital Natives,2010,0.212
Education,IDN,Digital Natives,2015,0.132
Education,PER,Digital Natives,2012,0.52
Education,MMR,Digital Natives,2015,0.003
Education,COD,Digital Natives,2011,0.006
Education,LTU,Digital Natives,2014,0.93
Education,TZA,Digital Natives,2013,0.165
Education,NOR,Digital Natives,2011,0.936
Education,JPN,Digital Natives,2015,0.999
Education,ROU,Digital Natives,2010,0.601
Education,SLV,Digital Natives,2013,0.139
Education,YEM,Digital Natives,2013,0.115
Education,SLB,Digital Natives,2011,0.044
Education,DNK,Digital Natives,2015,0.973
Education,TJK,Digital Natives,2014,0.168
Education,FIN,Digital Natives,2011,0.987
Education,ISR,Digital Natives,2013,0.802
Education,DEU,Digital Natives,2011,0.945
Education,BEN,Digital Natives,2015,0.04
Education,ATG,Digital Natives,2013,0.392
Education,GRD,Digital Natives,2013,0.483
Education,KWT,Digital Natives,2013,0.558
Education,SVN,Digital Natives,2011,0.926
Education,TGO,Digital Natives,2014,0.049
Education,THA,Digital Natives,2010,0.421
Education,SEN,Digital Natives,2014,0.176
Education,TTO,Digital Natives,2012,0.634
Education,VUT,Digital Natives,2014,0.154
Education,SWE,Digital Natives,2010,0.897
Education,KHM,Digital Natives,2011,0.01
Education,SGP,Digital Natives,2014,0.887
Education,RWA,Digital Natives,2010,0.048
Education,COL,Digital Natives,2014,0.455
Education,COD,Digital Natives,2012,0.006
Education,YEM,Digital Natives,2010,0.115
Education,CHN,Digital Natives,2011,0.344
Education,DOM,Digital Natives,2010,0.386
Education,PAK,Digital Natives,2014,0.156
Education,AZE,Digital Natives,2013,0.306
Education,SYC,Digital Natives,2010,0.083
Education,BRN,Digital Natives,2010,0.738
Education,ROU,Digital Natives,2014,0.601
Education,KEN,Digital Natives,2013,0.181
Education,BHR,Digital Natives,2012,0.507
Education,MLT,Digital Natives,2015,0.8
Education,KEN,Digital Natives,2011,0.181
Education,MDG,Digital Natives,2011,0.013
Education,RUS,Digital Natives,2012,0.495
Education,COG,Digital Natives,2013,0.063
Education,KGZ,Digital Natives,2014,0.302
Education,ZAF,Digital Natives,2013,0.182
Education,LTU,Digital Natives,2013,0.93
Education,SDN,Digital Natives,2012,0.195
Education,ETH,Digital Natives,2015,0.006
Education,ERI,Digital Natives,2012,0.007
Education,AUT,Digital Natives,2011,0.88
Education,LAO,Digital Natives,2012,0.036
Education,DOM,Digital Natives,2014,0.386
Education,NZL,Digital Natives,2010,0.952
Education,BHS,Digital Natives,2010,0.532
Education,COL,Digital Natives,2015,0.455
Education,SYC,Digital Natives,2015,0.083
Education,TCD,Digital Natives,2011,0.018
Education,KIR,Digital Natives,2015,0.409
Education,CAN,Digital Natives,2014,0.904
Education,CMR,Digital Natives,2012,0.068
Education,CYP,Digital Natives,2013,0.627
Education,TGO,Digital Natives,2011,0.049
Education,SOM,Digital Natives,2011,0.025
Education,LTU,Digital Natives,2012,0.93
Education,MDG,Digital Natives,2012,0.013
Education,TGO,Digital Natives,2010,0.049
Education,NER,Digital Natives,2015,0.007
Education,HRV,Digital Natives,2013,0.809
Education,SSD,Digital Natives,2012,0.083
Education,SEN,Digital Natives,2012,0.176
Education,DZA,Digital Natives,2014,0.212
Education,NZL,Digital Natives,2015,0.952
Education,LBR,Digital Natives,2011,0.01
Education,KHM,Digital Natives,2010,0.01
Education,MDG,Digital Natives,2010,0.013
Education,SYR,Digital Natives,2010,0.258
Education,ETH,Digital Natives,2010,0.006
Education,URY,Digital Natives,2011,0.655
Education,URY,Digital Natives,2015,0.655
Education,NGA,Digital Natives,2010,0.156
Education,NGA,Digital Natives,2011,0.156
Education,COL,Digital Natives,2013,0.455
Education,MDA,Digital Natives,2012,0.455
Education,VUT,Digital Natives,2011,0.154
Education,YEM,Digital Natives,2012,0.115
Education,ZAF,Digital Natives,2014,0.182
Education,USA,Digital Natives,2013,0.96
Education,AZE,Digital Natives,2010,0.306
Education,USA,Digital Natives,2014,0.96
Education,ESP,Digital Natives,2015,0.848
Education,PRY,Digital Natives,2010,0.191
Education,AUS,Digital Natives,2013,0.833
Education,BGR,Digital Natives,2014,0.684
Education,MUS,Digital Natives,2010,0.421
Education,NAM,Digital Natives,2012,0.11
Education,MDA,Digital Natives,2011,0.455
Education,VUT,Digital Natives,2015,0.154
Education,VUT,Digital Natives,2012,0.154
Education,HRV,Digital Natives,2010,0.809
Education,FIN,Digital Natives,2015,0.987
Education,COL,Digital Natives,2010,0.455
Education,SEN,Digital Natives,2013,0.176
Education,HND,Digital Natives,2013,0.212
Education,NZL,Digital Natives,2011,0.952
Education,UKR,Digital Natives,2010,0.21
Education,SOM,Digital Natives,2010,0.025
Education,SYC,Digital Natives,2014,0.083
Education,NAM,Digital Natives,2013,0.11
Education,SVN,Digital Natives,2015,0.926
Education,MDV,Digital Natives,2012,0.352
Education,DOM,Digital Natives,2011,0.386
Education,CHE,Digital Natives,2011,0.943
Education,SUR,Digital Natives,2010,0.313
Education,BDI,Digital Natives,2015,0.014
Education,COM,Digital Natives,2012,0.058
Education,EST,Digital Natives,2014,0.964
Education,TUR,Digital Natives,2015,0.536
Education,KIR,Digital Natives,2012,0.409
Education,BEL,Digital Natives,2010,0.916
Education,SEN,Digital Natives,2011,0.176
Education,ECU,Digital Natives,2013,0.242
Education,FJI,Digital Natives,2015,0.243
Education,BHR,Digital Natives,2014,0.507
Education,DZA,Digital Natives,2012,0.212
Education,EST,Digital Natives,2012,0.964
Education,BRB,Digital Natives,2015,0.908
Education,SDN,Digital Natives,2013,0.195
Education,SDN,Digital Natives,2015,0.195
Education,NLD,Digital Natives,2013,0.988
Education,GUY,Digital Natives,2012,0.321
Education,WSM,Digital Natives,2015,0.121
Education,FIN,Digital Natives,2014,0.987
Education,MKD,Digital Natives,2015,0.676
Education,GUY,Digital Natives,2015,0.321
Education,CAF,Digital Natives,2010,0.006
Education,MAR,Digital Natives,2012,0.457
Education,EST,Digital Natives,2013,0.964
Education,TJK,Digital Natives,2013,0.168
Education,BRA,Digital Natives,2015,0.602
Education,SVK,Digital Natives,2010,0.932
Education,MKD,Digital Natives,2013,0.676
